token,description
5890face846e47a899246159b7c30bd7,Ton of pedestrians in park  parking lot  parked motorcycles  parked bicycles  jaywalkers
5890face846e47a899246159b7c30bd7,Ton of pedestrians in park  parking lot  parked motorcycles  parked bicycles  jaywalkers
5890face846e47a899246159b7c30bd7,Ton of pedestrians in park  parking lot  parked motorcycles  parked bicycles  jaywalkers
2f0e54af35964a3fb347359836bec035,Jaywalkers  bicycle racks  bus  parked scooters  parked bicycles  many peds  cross intersection
2f0e54af35964a3fb347359836bec035,Jaywalkers  bicycle racks  bus  parked scooters  parked bicycles  many peds  cross intersection
2f0e54af35964a3fb347359836bec035,Jaywalkers  bicycle racks  bus  parked scooters  parked bicycles  many peds  cross intersection
788c5502523f4d01b3a8de47ec3dadfb,Parked truck  parked cars  pedestrian crossing
788c5502523f4d01b3a8de47ec3dadfb,Parked truck  parked cars  pedestrian crossing
788c5502523f4d01b3a8de47ec3dadfb,Parked truck  parked cars  pedestrian crossing
f12b4e7fb95646ec9dac305076024bb9,Blinking traffic light
f12b4e7fb95646ec9dac305076024bb9,Blinking traffic light
f12b4e7fb95646ec9dac305076024bb9,Blinking traffic light
c7604a179ea94e45857ec2c16416e5ad,Oncoming truck  pedestrian  parking lot  parked cars by the side
c7604a179ea94e45857ec2c16416e5ad,Oncoming truck  pedestrian  parking lot  parked cars by the side
c7604a179ea94e45857ec2c16416e5ad,Oncoming truck  pedestrian  parking lot  parked cars by the side
643ee37539844cb2b0453fd031a3afdd,Parked cars  peds  pedestrian crossing with pet
643ee37539844cb2b0453fd031a3afdd,Parked cars  peds  pedestrian crossing with pet
643ee37539844cb2b0453fd031a3afdd,Parked cars  peds  pedestrian crossing with pet
f7d01e23508040c2aec430e8da13fb76,Pedestrian  parked cars  parked bicycles
f7d01e23508040c2aec430e8da13fb76,Pedestrian  parked cars  parked bicycles
f7d01e23508040c2aec430e8da13fb76,Pedestrian  parked cars  parked bicycles
70e7d95ee1d1426fa84da44ddbf82d7a,Wait at intersection  peds  parked cars  wait to turn right  peds crossing crosswalk
70e7d95ee1d1426fa84da44ddbf82d7a,Wait at intersection  peds  parked cars  wait to turn right  peds crossing crosswalk
70e7d95ee1d1426fa84da44ddbf82d7a,Wait at intersection  peds  parked cars  wait to turn right  peds crossing crosswalk
58af378ff68b49c99aabf320dca1ee25,Rain  turn right  parked cars  car turning around
58af378ff68b49c99aabf320dca1ee25,Rain  turn right  parked cars  car turning around
58af378ff68b49c99aabf320dca1ee25,Rain  turn right  parked cars  car turning around
1f23540a109243438a5e3bd47e70105d,Rain  parked cars  parked truck on the lane
1f23540a109243438a5e3bd47e70105d,Rain  parked cars  parked truck on the lane
1f23540a109243438a5e3bd47e70105d,Rain  parked cars  parked truck on the lane
0b8948ee96ac46faad405bf1ffc70bb1,Rain  wait at intersection  turn right  bus  truck  many parked trucks
0b8948ee96ac46faad405bf1ffc70bb1,Rain  wait at intersection  turn right  bus  truck  many parked trucks
0b8948ee96ac46faad405bf1ffc70bb1,Rain  wait at intersection  turn right  bus  truck  many parked trucks
673ce9bdd9254fff82a524653a07b57f,Rain  many parked trucks  cross intersection
673ce9bdd9254fff82a524653a07b57f,Rain  many parked trucks  cross intersection
673ce9bdd9254fff82a524653a07b57f,Rain  many parked trucks  cross intersection
dbd9183e1278475ea54761297e004b04,Rain  parked trailers  fence  parked cars  flipped barriers and cones
dbd9183e1278475ea54761297e004b04,Rain  parked trailers  fence  parked cars  flipped barriers and cones
dbd9183e1278475ea54761297e004b04,Rain  parked trailers  fence  parked cars  flipped barriers and cones
47a73fb6a41a4c4b9fe2897254dd3671,Rain  parked cars  ped  parked trucks  construction vehicle
47a73fb6a41a4c4b9fe2897254dd3671,Rain  parked cars  ped  parked trucks  construction vehicle
47a73fb6a41a4c4b9fe2897254dd3671,Rain  parked cars  ped  parked trucks  construction vehicle
08be42eb2186411d8e2201225329f1c6,Rain  turn left  parked cars  wait at intersection
08be42eb2186411d8e2201225329f1c6,Rain  turn left  parked cars  wait at intersection
08be42eb2186411d8e2201225329f1c6,Rain  turn left  parked cars  wait at intersection
e329b73341204af7a9de29e65291ce1c,Rain  parked cars  cones  construction workers
e329b73341204af7a9de29e65291ce1c,Rain  parked cars  cones  construction workers
e329b73341204af7a9de29e65291ce1c,Rain  parked cars  cones  construction workers
6946bd49ebe648b7a8c4555774059bc8,Rain  construction  ped on road  turn right
6946bd49ebe648b7a8c4555774059bc8,Rain  construction  ped on road  turn right
6946bd49ebe648b7a8c4555774059bc8,Rain  construction  ped on road  turn right
482edf83eb664fdf90204c1830abe648,Rain  turn right  bicycle rack  cross intersection  parking lot
482edf83eb664fdf90204c1830abe648,Rain  turn right  bicycle rack  cross intersection  parking lot
482edf83eb664fdf90204c1830abe648,Rain  turn right  bicycle rack  cross intersection  parking lot
f0f120e4d4b0441da90ec53b16ee169d,Rain  cross intersection
f0f120e4d4b0441da90ec53b16ee169d,Rain  cross intersection
f0f120e4d4b0441da90ec53b16ee169d,Rain  cross intersection
73b16c26a0d24c7a841e4cbe5d0d7878,Rain  long street  parked car
73b16c26a0d24c7a841e4cbe5d0d7878,Rain  long street  parked car
73b16c26a0d24c7a841e4cbe5d0d7878,Rain  long street  parked car
45fc8a7a26c5469a88db999ae8468777,Rain  parked cars  turn right  peds  wet road
45fc8a7a26c5469a88db999ae8468777,Rain  parked cars  turn right  peds  wet road
45fc8a7a26c5469a88db999ae8468777,Rain  parked cars  turn right  peds  wet road
43d5f10c855048b9963c9eb288a8a001,Rain  parking lot  stopped briefly at intersection
43d5f10c855048b9963c9eb288a8a001,Rain  parking lot  stopped briefly at intersection
43d5f10c855048b9963c9eb288a8a001,Rain  parking lot  stopped briefly at intersection
2eb0dd074d8e4a328fd2283184c4412e,Rain  turn right  exiting car  parking lot
2eb0dd074d8e4a328fd2283184c4412e,Rain  turn right  exiting car  parking lot
2eb0dd074d8e4a328fd2283184c4412e,Rain  turn right  exiting car  parking lot
5d709891c41d423687ae4ea0473cb9c4,Rain  construction vehicles  cross intersection
5d709891c41d423687ae4ea0473cb9c4,Rain  construction vehicles  cross intersection
5d709891c41d423687ae4ea0473cb9c4,Rain  construction vehicles  cross intersection
64eef73c4f564a3db415e965f6460012,Rain  construction  parked car  close to intersection
64eef73c4f564a3db415e965f6460012,Rain  construction  parked car  close to intersection
64eef73c4f564a3db415e965f6460012,Rain  construction  parked car  close to intersection
0287702725184161af95373198546a59,Rain  wait at intersection  truck
0287702725184161af95373198546a59,Rain  wait at intersection  truck
0287702725184161af95373198546a59,Rain  wait at intersection  truck
590b4e5a4f94426ab3b1a66f35e140d5,Rain  turn right  parking lot
590b4e5a4f94426ab3b1a66f35e140d5,Rain  turn right  parking lot
590b4e5a4f94426ab3b1a66f35e140d5,Rain  turn right  parking lot
cddd0d5be10b4313a859524952455f43,Rain  turn right  cars waiting at intersection
cddd0d5be10b4313a859524952455f43,Rain  turn right  cars waiting at intersection
cddd0d5be10b4313a859524952455f43,Rain  turn right  cars waiting at intersection
d8a5dd6087de4e808c61c27f91e8216e,Rain  cluster of traffic cones  wait at intersection  bendy bus
d8a5dd6087de4e808c61c27f91e8216e,Rain  cluster of traffic cones  wait at intersection  bendy bus
d8a5dd6087de4e808c61c27f91e8216e,Rain  cluster of traffic cones  wait at intersection  bendy bus
28db6ee9a8d34e9e88e741817b6733c1,Rain  cross intersection  wait at intersection  statues
28db6ee9a8d34e9e88e741817b6733c1,Rain  cross intersection  wait at intersection  statues
28db6ee9a8d34e9e88e741817b6733c1,Rain  cross intersection  wait at intersection  statues
9c5dc664216e43a99d5da3f23d373e4d,Rain  wait at intersection  turn left  huge truck  scooter
9c5dc664216e43a99d5da3f23d373e4d,Rain  wait at intersection  turn left  huge truck  scooter
9c5dc664216e43a99d5da3f23d373e4d,Rain  wait at intersection  turn left  huge truck  scooter
a59b6db922ff490da5ccfc9980700935,Rain  wait at intersection  peds crossing
a59b6db922ff490da5ccfc9980700935,Rain  wait at intersection  peds crossing
a59b6db922ff490da5ccfc9980700935,Rain  wait at intersection  peds crossing
66461d94f2e44d39a90843ff2dce11e8,Rain  turn right  arrive at intersection  big trucks
66461d94f2e44d39a90843ff2dce11e8,Rain  turn right  arrive at intersection  big trucks
66461d94f2e44d39a90843ff2dce11e8,Rain  turn right  arrive at intersection  big trucks
b3318661150b4d6080886dc702989910,Rain  wait at intersection  peds  construction  ship  ped with bag
b3318661150b4d6080886dc702989910,Rain  wait at intersection  peds  construction  ship  ped with bag
b3318661150b4d6080886dc702989910,Rain  wait at intersection  peds  construction  ship  ped with bag
c4ab236557c8423caa8add5fb48a0898,Rain  wait at intersection  start at intersection  peds  large truck  dog  turn left
c4ab236557c8423caa8add5fb48a0898,Rain  wait at intersection  start at intersection  peds  large truck  dog  turn left
c4ab236557c8423caa8add5fb48a0898,Rain  wait at intersection  start at intersection  peds  large truck  dog  turn left
b829278aae2747959f2a95423455bbcb,Rain  parked cars  peds and children  parked truck
b829278aae2747959f2a95423455bbcb,Rain  parked cars  peds and children  parked truck
b829278aae2747959f2a95423455bbcb,Rain  parked cars  peds and children  parked truck
a8bd4c1efe284a5bba46f59454764965,Rain  construction  turn right  roundabout
a8bd4c1efe284a5bba46f59454764965,Rain  construction  turn right  roundabout
a8bd4c1efe284a5bba46f59454764965,Rain  construction  turn right  roundabout
d4c5db6faa9f443795ad86561e9e556e,Rain  peds  construction  turn right  containers  cyclist
d4c5db6faa9f443795ad86561e9e556e,Rain  peds  construction  turn right  containers  cyclist
d4c5db6faa9f443795ad86561e9e556e,Rain  peds  construction  turn right  containers  cyclist
bd22f197e9f648cba8e307869479629b,Rain  parked busses  parking lot
bd22f197e9f648cba8e307869479629b,Rain  parked busses  parking lot
bd22f197e9f648cba8e307869479629b,Rain  parked busses  parking lot
66134aebdaca4aca82aec91ec8c6245e,Rain  arrive at intersection  parked vehicle
66134aebdaca4aca82aec91ec8c6245e,Rain  arrive at intersection  parked vehicle
66134aebdaca4aca82aec91ec8c6245e,Rain  arrive at intersection  parked vehicle
55162149a9464d5bb0b0ebd914567e09,Rain  cross bridge  truck
55162149a9464d5bb0b0ebd914567e09,Rain  cross bridge  truck
55162149a9464d5bb0b0ebd914567e09,Rain  cross bridge  truck
e02aee6f1fec4d13ad77044466da5fb4,Rain  cross intersection  parked cars  change lane  arrive at intersection
e02aee6f1fec4d13ad77044466da5fb4,Rain  cross intersection  parked cars  change lane  arrive at intersection
e02aee6f1fec4d13ad77044466da5fb4,Rain  cross intersection  parked cars  change lane  arrive at intersection
4772f5283211444eaabd463cd341d360,Rain  parked cars  parked bicycle
4772f5283211444eaabd463cd341d360,Rain  parked cars  parked bicycle
4772f5283211444eaabd463cd341d360,Rain  parked cars  parked bicycle
98fc76cc0e364efdaa7e86a36b666dda,Rain  parked cars  bicycle rack  parked bicycle  person loading car  reflections  construction sign
98fc76cc0e364efdaa7e86a36b666dda,Rain  parked cars  bicycle rack  parked bicycle  person loading car  reflections  construction sign
98fc76cc0e364efdaa7e86a36b666dda,Rain  parked cars  bicycle rack  parked bicycle  person loading car  reflections  construction sign
4bcb814456f044919bc052c208dbebc5,Rain  parked cars  parking lot  ped  parked truck  construction vehicle  sign trailer
4bcb814456f044919bc052c208dbebc5,Rain  parked cars  parking lot  ped  parked truck  construction vehicle  sign trailer
4bcb814456f044919bc052c208dbebc5,Rain  parked cars  parking lot  ped  parked truck  construction vehicle  sign trailer
38b3010304734913bb148d17ebbc352b,Rain  parked cars  wait at intersection  ped crossing crosswalk  turn right  truck
38b3010304734913bb148d17ebbc352b,Rain  parked cars  wait at intersection  ped crossing crosswalk  turn right  truck
38b3010304734913bb148d17ebbc352b,Rain  parked cars  wait at intersection  ped crossing crosswalk  turn right  truck
491322eec05043c9907c59aa35b046ea,Heavy  parking lot  truck  concrete barricades
491322eec05043c9907c59aa35b046ea,Heavy  parking lot  truck  concrete barricades
491322eec05043c9907c59aa35b046ea,Heavy  parking lot  truck  concrete barricades
37cfda558193400bbe3a5ff14ae4606e,Rain  parked cars  parked buses
37cfda558193400bbe3a5ff14ae4606e,Rain  parked cars  parked buses
37cfda558193400bbe3a5ff14ae4606e,Rain  parked cars  parked buses
a6fae4900f8e46cba689b59b5bc8a2ab,Rain  cross intersection  reflections  bicycle rack  bus
a6fae4900f8e46cba689b59b5bc8a2ab,Rain  cross intersection  reflections  bicycle rack  bus
a6fae4900f8e46cba689b59b5bc8a2ab,Rain  cross intersection  reflections  bicycle rack  bus
b7bb8ec5bf22476f8ba8ca0b2e57e8f6,Rain  parked scooter  parked bicycle  wait at intersection
b7bb8ec5bf22476f8ba8ca0b2e57e8f6,Rain  parked scooter  parked bicycle  wait at intersection
b7bb8ec5bf22476f8ba8ca0b2e57e8f6,Rain  parked scooter  parked bicycle  wait at intersection
406a61a4d394432e95a7e8426a97551f,Rain  reflections  parking lot  arrive at intersection
406a61a4d394432e95a7e8426a97551f,Rain  reflections  parking lot  arrive at intersection
406a61a4d394432e95a7e8426a97551f,Rain  reflections  parking lot  arrive at intersection
d7823d64ca1a47c5842beb6d7197042d,Rain  start at intersection  parked cars  wait to turn  trash can  turn left
d7823d64ca1a47c5842beb6d7197042d,Rain  start at intersection  parked cars  wait to turn  trash can  turn left
d7823d64ca1a47c5842beb6d7197042d,Rain  start at intersection  parked cars  wait to turn  trash can  turn left
c468cdcc838143d480b5b9c835c8380c,Rain  wait at intersection  peds crossing  parked cars
c468cdcc838143d480b5b9c835c8380c,Rain  wait at intersection  peds crossing  parked cars
c468cdcc838143d480b5b9c835c8380c,Rain  wait at intersection  peds crossing  parked cars
08110c8640454affb5167801442a85fd,Parked cars  jaywalkers  parked truck
08110c8640454affb5167801442a85fd,Parked cars  jaywalkers  parked truck
08110c8640454affb5167801442a85fd,Parked cars  jaywalkers  parked truck
9056ac9944e846109b00e31cc96259cb,Turn right  crane  policemen on road  parked cars
9056ac9944e846109b00e31cc96259cb,Turn right  crane  policemen on road  parked cars
9056ac9944e846109b00e31cc96259cb,Turn right  crane  policemen on road  parked cars
bebf5f5b2a674631ab5c88fd1aa9e87a,Parking lot  parked cars  jaywalker  bendy bus  gardening vehicles
bebf5f5b2a674631ab5c88fd1aa9e87a,Parking lot  parked cars  jaywalker  bendy bus  gardening vehicles
bebf5f5b2a674631ab5c88fd1aa9e87a,Parking lot  parked cars  jaywalker  bendy bus  gardening vehicles
ab7f4909bc6c4841a12020355a7d505c,Parked cars  jaywalker  parked bicycle  parking lot
ab7f4909bc6c4841a12020355a7d505c,Parked cars  jaywalker  parked bicycle  parking lot
ab7f4909bc6c4841a12020355a7d505c,Parked cars  jaywalker  parked bicycle  parking lot
cf3db17f34cd412faca3535ac8c7069a,Parking lot  turn left  heavy truck
cf3db17f34cd412faca3535ac8c7069a,Parking lot  turn left  heavy truck
cf3db17f34cd412faca3535ac8c7069a,Parking lot  turn left  heavy truck
ff6af17f52c34e9c9958c64e41fb3786,Wait at intersection  peds crossing crosswalk  scooter  turn left  heavy truck  bus stop
ff6af17f52c34e9c9958c64e41fb3786,Wait at intersection  peds crossing crosswalk  scooter  turn left  heavy truck  bus stop
ff6af17f52c34e9c9958c64e41fb3786,Wait at intersection  peds crossing crosswalk  scooter  turn left  heavy truck  bus stop
35c3bc100e4b4e5089820986d3f50fa3,Peds  parking lot  large truck  scooter
35c3bc100e4b4e5089820986d3f50fa3,Peds  parking lot  large truck  scooter
35c3bc100e4b4e5089820986d3f50fa3,Peds  parking lot  large truck  scooter
77c9f156f8594ed59dcdacb8b877a7ac,Painted truck  parked cars
77c9f156f8594ed59dcdacb8b877a7ac,Painted truck  parked cars
77c9f156f8594ed59dcdacb8b877a7ac,Painted truck  parked cars
97349fd50e694a5f994b0954047b96d0,Parked cars  turn left  construction
97349fd50e694a5f994b0954047b96d0,Parked cars  turn left  construction
97349fd50e694a5f994b0954047b96d0,Parked cars  turn left  construction
06c43bc74aff453081ce83eb126a756e,Parked cars  construction  wait at intersection  jaywalker
06c43bc74aff453081ce83eb126a756e,Parked cars  construction  wait at intersection  jaywalker
06c43bc74aff453081ce83eb126a756e,Parked cars  construction  wait at intersection  jaywalker
5b9c64f03f8b4a4f8189a18d74f866c2,Parked cars  turn left  parked bicycles  construction vehicle
5b9c64f03f8b4a4f8189a18d74f866c2,Parked cars  turn left  parked bicycles  construction vehicle
5b9c64f03f8b4a4f8189a18d74f866c2,Parked cars  turn left  parked bicycles  construction vehicle
881c0b8d8efe4006a6c974128ee7f7c2,Huge truck  parked trucks
881c0b8d8efe4006a6c974128ee7f7c2,Huge truck  parked trucks
881c0b8d8efe4006a6c974128ee7f7c2,Huge truck  parked trucks
45275e709d4a4b0592d57850d8e8bd8d,Sitting ped  parking lot  turn left  wait at intersection  police car  turn left
45275e709d4a4b0592d57850d8e8bd8d,Sitting ped  parking lot  turn left  wait at intersection  police car  turn left
45275e709d4a4b0592d57850d8e8bd8d,Sitting ped  parking lot  turn left  wait at intersection  police car  turn left
e323a27a0ba94ab5ab11010d778cd41f,Parking lot  jaywalker
e323a27a0ba94ab5ab11010d778cd41f,Parking lot  jaywalker
e323a27a0ba94ab5ab11010d778cd41f,Parking lot  jaywalker
d39c6835da754adfa0f75183e685c403,Bendy bus  peds having a picnic  overtake truck  parked car
d39c6835da754adfa0f75183e685c403,Bendy bus  peds having a picnic  overtake truck  parked car
d39c6835da754adfa0f75183e685c403,Bendy bus  peds having a picnic  overtake truck  parked car
e8bda599a2d44d76a7692caeacb1ba6e,Parked bus  crane  construction
e8bda599a2d44d76a7692caeacb1ba6e,Parked bus  crane  construction
e8bda599a2d44d76a7692caeacb1ba6e,Parked bus  crane  construction
30783e1b472a4101b82be19e41636ba2,Turn right  dense traffic  ped sitting at bus stop  parking lot
30783e1b472a4101b82be19e41636ba2,Turn right  dense traffic  ped sitting at bus stop  parking lot
30783e1b472a4101b82be19e41636ba2,Turn right  dense traffic  ped sitting at bus stop  parking lot
66be189398d74681a8b8db4b7dd52259,Wait at intersection  heavy truck  personal mobility device  bus  ped crossing crosswalk
66be189398d74681a8b8db4b7dd52259,Wait at intersection  heavy truck  personal mobility device  bus  ped crossing crosswalk
66be189398d74681a8b8db4b7dd52259,Wait at intersection  heavy truck  personal mobility device  bus  ped crossing crosswalk
d1ece215e0a8442691cb5e380a6fb935,Cars  heavy truck  personal mobility  arrive at intersection  peds
d1ece215e0a8442691cb5e380a6fb935,Cars  heavy truck  personal mobility  arrive at intersection  peds
d1ece215e0a8442691cb5e380a6fb935,Cars  heavy truck  personal mobility  arrive at intersection  peds
f612aec0c3e34e32b2e9e48670cdecca,Wait at intersection  heavy truck  personal mobility
f612aec0c3e34e32b2e9e48670cdecca,Wait at intersection  heavy truck  personal mobility
f612aec0c3e34e32b2e9e48670cdecca,Wait at intersection  heavy truck  personal mobility
b528f78de55e41d9bb3382176dae1a4c,Construction  bus  wait at intersection  ped crossing crosswalk
b528f78de55e41d9bb3382176dae1a4c,Construction  bus  wait at intersection  ped crossing crosswalk
b528f78de55e41d9bb3382176dae1a4c,Construction  bus  wait at intersection  ped crossing crosswalk
fccdb073bc54449a99f033e040ad51a2,Parked cars  bridge  wheelchair
fccdb073bc54449a99f033e040ad51a2,Parked cars  bridge  wheelchair
fccdb073bc54449a99f033e040ad51a2,Parked cars  bridge  wheelchair
3b5f3391078e48ac92600cbdfa4ccbe6,Excavator  wheelchair on road  construction
3b5f3391078e48ac92600cbdfa4ccbe6,Excavator  wheelchair on road  construction
3b5f3391078e48ac92600cbdfa4ccbe6,Excavator  wheelchair on road  construction
b8be4950e73743a8841d545fcb145706,Wheelchair  construction
b8be4950e73743a8841d545fcb145706,Wheelchair  construction
b8be4950e73743a8841d545fcb145706,Wheelchair  construction
70c3b2f2b1f3403083fd44d06cc5abe0,Wheelchair  construction  personal mobility
70c3b2f2b1f3403083fd44d06cc5abe0,Wheelchair  construction  personal mobility
70c3b2f2b1f3403083fd44d06cc5abe0,Wheelchair  construction  personal mobility
53d376c20b7146349a53554a4616c48c,Wheelchair  personal mobility  stroller  bus  construction
53d376c20b7146349a53554a4616c48c,Wheelchair  personal mobility  stroller  bus  construction
53d376c20b7146349a53554a4616c48c,Wheelchair  personal mobility  stroller  bus  construction
3469d30a6e2a4d878fb0ff899346b7de,Personal mobility  wheel chair  construction  peds  construction vehicle
3469d30a6e2a4d878fb0ff899346b7de,Personal mobility  wheel chair  construction  peds  construction vehicle
3469d30a6e2a4d878fb0ff899346b7de,Personal mobility  wheel chair  construction  peds  construction vehicle
52bb785dcb5548a1836898f14fb3cf6d,Wait at intersection  construction  bicycle  peds  lots of barriers and traffic cones
52bb785dcb5548a1836898f14fb3cf6d,Wait at intersection  construction  bicycle  peds  lots of barriers and traffic cones
52bb785dcb5548a1836898f14fb3cf6d,Wait at intersection  construction  bicycle  peds  lots of barriers and traffic cones
cab845a2e8864482993ac62811f879c1,Wait at intersection  construction  start at intersection
cab845a2e8864482993ac62811f879c1,Wait at intersection  construction  start at intersection
cab845a2e8864482993ac62811f879c1,Wait at intersection  construction  start at intersection
62d9a581c7114d90a48bacfb2a47b104,Bridge  many peds  bus
62d9a581c7114d90a48bacfb2a47b104,Bridge  many peds  bus
62d9a581c7114d90a48bacfb2a47b104,Bridge  many peds  bus
53d4c9a634df4fdfadf057d3a216e98f,Wait at crosswalk  many peds  turn right  peds crossing crosswalk  bus  sitting peds
53d4c9a634df4fdfadf057d3a216e98f,Wait at crosswalk  many peds  turn right  peds crossing crosswalk  bus  sitting peds
53d4c9a634df4fdfadf057d3a216e98f,Wait at crosswalk  many peds  turn right  peds crossing crosswalk  bus  sitting peds
a6ebe93557f24cf9bcf613dbff0aab24,Many peds  jaywalkers  wait at intersection  peds crossing crosswalk  bicycle  stroller
a6ebe93557f24cf9bcf613dbff0aab24,Many peds  jaywalkers  wait at intersection  peds crossing crosswalk  bicycle  stroller
a6ebe93557f24cf9bcf613dbff0aab24,Many peds  jaywalkers  wait at intersection  peds crossing crosswalk  bicycle  stroller
a25d763258dc4526b52759b3ddaad7ec,Bicyclists  many peds in sidewalk  turn right  bridge
a25d763258dc4526b52759b3ddaad7ec,Bicyclists  many peds in sidewalk  turn right  bridge
a25d763258dc4526b52759b3ddaad7ec,Bicyclists  many peds in sidewalk  turn right  bridge
2bbae5e654224cbeb5884c471e2ad05e,Arrive at intersection  many peds  cyclist  bicycle
2bbae5e654224cbeb5884c471e2ad05e,Arrive at intersection  many peds  cyclist  bicycle
2bbae5e654224cbeb5884c471e2ad05e,Arrive at intersection  many peds  cyclist  bicycle
d9a3087bab26405cb005221b979edd39,Wait at intersection until light turns green  parked bicycle
d9a3087bab26405cb005221b979edd39,Wait at intersection until light turns green  parked bicycle
d9a3087bab26405cb005221b979edd39,Wait at intersection until light turns green  parked bicycle
1466f33b56704942a368fa03d10708dd,Parked cars  peds  bicycle racks  cones  through intersection
1466f33b56704942a368fa03d10708dd,Parked cars  peds  bicycle racks  cones  through intersection
1466f33b56704942a368fa03d10708dd,Parked cars  peds  bicycle racks  cones  through intersection
c133e78e55ae487c821803a3b183d1ab,Cones  parked cars  ped crossing crosswalk
c133e78e55ae487c821803a3b183d1ab,Cones  parked cars  ped crossing crosswalk
c133e78e55ae487c821803a3b183d1ab,Cones  parked cars  ped crossing crosswalk
f36162eac28641a0978032ff89e0f752,Ped crossing road  parked cars  ped on sidewalk  pole  bench  trailer  cross intersection  parked bus  parking lot
f36162eac28641a0978032ff89e0f752,Ped crossing road  parked cars  ped on sidewalk  pole  bench  trailer  cross intersection  parked bus  parking lot
f36162eac28641a0978032ff89e0f752,Ped crossing road  parked cars  ped on sidewalk  pole  bench  trailer  cross intersection  parked bus  parking lot
f68ef41fbd1142d3a74f71be605a2227,Pullable object  peds on sidewalk  parked cars  parking lot  truck  arrive at intersection  cone
f68ef41fbd1142d3a74f71be605a2227,Pullable object  peds on sidewalk  parked cars  parking lot  truck  arrive at intersection  cone
f68ef41fbd1142d3a74f71be605a2227,Pullable object  peds on sidewalk  parked cars  parking lot  truck  arrive at intersection  cone
41e0d46e715a476ab05e4d62e415ea41,Overtake stopped cars  arrive at intersection  car overtaking us  barriers  turn right  stopped cars at red light  ped on sidewalk  parking lot  bus stop
41e0d46e715a476ab05e4d62e415ea41,Overtake stopped cars  arrive at intersection  car overtaking us  barriers  turn right  stopped cars at red light  ped on sidewalk  parking lot  bus stop
41e0d46e715a476ab05e4d62e415ea41,Overtake stopped cars  arrive at intersection  car overtaking us  barriers  turn right  stopped cars at red light  ped on sidewalk  parking lot  bus stop
b0525843a3b0463f91d715deff733b8f,Parked cars  ped on sidewalk  bicycle  car overtaking us  ped on sidewalk  parking lot  arrive at intersection  wait at intersection
b0525843a3b0463f91d715deff733b8f,Parked cars  ped on sidewalk  bicycle  car overtaking us  ped on sidewalk  parking lot  arrive at intersection  wait at intersection
b0525843a3b0463f91d715deff733b8f,Parked cars  ped on sidewalk  bicycle  car overtaking us  ped on sidewalk  parking lot  arrive at intersection  wait at intersection
77c23b25e2ee4b9ebff6d179d3ce4a31,Wait at intersection  cars  parking lot  cars overtaking us  cone  cross intersection
77c23b25e2ee4b9ebff6d179d3ce4a31,Wait at intersection  cars  parking lot  cars overtaking us  cone  cross intersection
77c23b25e2ee4b9ebff6d179d3ce4a31,Wait at intersection  cars  parking lot  cars overtaking us  cone  cross intersection
1891b66d9f58463399aa242f3b521232,Cars  bicycles  peds on sidewalk  parking lot  arrive at intersection  wait at intersection  truck  motorcycle
1891b66d9f58463399aa242f3b521232,Cars  bicycles  peds on sidewalk  parking lot  arrive at intersection  wait at intersection  truck  motorcycle
1891b66d9f58463399aa242f3b521232,Cars  bicycles  peds on sidewalk  parking lot  arrive at intersection  wait at intersection  truck  motorcycle
23e33c8bba1f411ba5871dc074f8dbf8,Wait at intersection  truck  peds crossing crosswalk  ped on sidewalk  bicycles on sidewalk  cyclists
23e33c8bba1f411ba5871dc074f8dbf8,Wait at intersection  truck  peds crossing crosswalk  ped on sidewalk  bicycles on sidewalk  cyclists
23e33c8bba1f411ba5871dc074f8dbf8,Wait at intersection  truck  peds crossing crosswalk  ped on sidewalk  bicycles on sidewalk  cyclists
1ad821fcfc9f4c24bb879ec7d5ba0ec1,Cross intersection  cars  cones  cars overtaking us  cyclist on sidewalk
1ad821fcfc9f4c24bb879ec7d5ba0ec1,Cross intersection  cars  cones  cars overtaking us  cyclist on sidewalk
1ad821fcfc9f4c24bb879ec7d5ba0ec1,Cross intersection  cars  cones  cars overtaking us  cyclist on sidewalk
1b3b150c9d3e4e1593e7ce882a69f870,Construction  peds on sidewalk  arrive at intersection  bicyclist on sidewalk  cross intersection  bus stop  parked cars
1b3b150c9d3e4e1593e7ce882a69f870,Construction  peds on sidewalk  arrive at intersection  bicyclist on sidewalk  cross intersection  bus stop  parked cars
1b3b150c9d3e4e1593e7ce882a69f870,Construction  peds on sidewalk  arrive at intersection  bicyclist on sidewalk  cross intersection  bus stop  parked cars
fe3aa64e4339456186c38c6308f5fb1a,Parked cars  peds on sidewalk  cones  ped on sidewalk  arrive at intersection  cross intersection
fe3aa64e4339456186c38c6308f5fb1a,Parked cars  peds on sidewalk  cones  ped on sidewalk  arrive at intersection  cross intersection
fe3aa64e4339456186c38c6308f5fb1a,Parked cars  peds on sidewalk  cones  ped on sidewalk  arrive at intersection  cross intersection
cd122d67c51c4fa4902486897cad91ad,Parked cars  peds on sidewalk  cones  trailer  construction vehicle  metal box  cars overtaking us
cd122d67c51c4fa4902486897cad91ad,Parked cars  peds on sidewalk  cones  trailer  construction vehicle  metal box  cars overtaking us
cd122d67c51c4fa4902486897cad91ad,Parked cars  peds on sidewalk  cones  trailer  construction vehicle  metal box  cars overtaking us
